brand,model,model_year,engine_volume,engine_type,transmission,fuel_type,ext_col,mileage in miles,damage,price_usd
Other,300C Base,2007,5.7,V8,automatic,Gasoline,grey,86000,None reported,15000
Other,limited_model,2008,1.0,3Cyl,automatic,Gasoline,blue,61595,None reported,5000
Toyota,Tundra SR,2018,5.7,V8,6-speed auto,E85 Flex Fuel,N/A,74000,Damage reported,38000
Other,H2 Base,2004,6.0,V8,automatic,Gasoline,black,130000,Damage reported,16500
BMW,ALPINA B7 Base,2015,4.4,V8,8-speed auto,Gasoline,black,86000,Damage reported,29000
Land Rover,Range Rover Sport Supercharged,2008,4.2,V8,6-speed auto,Gasoline,red,140600,None reported,7500
Audi,limited_model,2018,2.0,4Cyl,7-speed auto,Gasoline,grey,27532,None reported,27900
Ford,Focus SE,2017,2.0,4Cyl,6-speed auto,E85 Flex Fuel,grey,91000,None reported,12500
Mercedes-Benz,limited_model,2014,4.7,V8,7-speed auto,Gasoline,silver,63000,None reported,28500
Jeep,Wrangler Unlimited 4xe Sahara,2022,2.0,4Cyl,8-speed auto,Hybrid,N/A,10500,None reported,49999
Mercedes-Benz,M-Class ML 350 4MATIC,2014,3.5,V6,7-speed auto,E85 Flex Fuel,grey,75073,None reported,21500
Jeep,Wrangler Sahara,2008,3.8,V6,automatic,Gasoline,silver,140000,Damage reported,9000
Mercedes-Benz,A-Class A 220 4MATIC,2019,2.0,4Cyl,7-speed auto,Gasoline,silver,30300,None reported,30500
Chevrolet,Malibu 1LT,2009,2.4,4Cyl,automatic,Gasoline,white,139000,None reported,4200
Other,H3 Base,2006,3.5,5Cyl,automatic,Gasoline,grey,118000,None reported,17900
BMW,i8 Base,2015,1.5,3Cyl,automatic,Hybrid,grey,51000,None reported,53000
Cadillac,limited_model,2009,4.6,V8,automatic,Gasoline,red,69423,None reported,36500
Other,limited_model,2017,2.0,4Cyl,6-speed auto,Gasoline,blue,52284,Damage reported,12500
Chevrolet,limited_model,2006,4.3,V6,automatic,Gasoline,blue,111228,Damage reported,4000
Land Rover,Range Rover Sport HSE,2019,3.0,V6,automatic,Gasoline,black,52300,None reported,49900
Nissan,limited_model,2021,5.6,V8,9-speed auto,Gasoline,white,95993,None reported,32612
Kia,Telluride SX,2022,3.8,3Cyl,automatic,Gasoline,N/A,26716,None reported,47541
Chevrolet,limited_model,2023,5.3,V8,10-speed auto,Gasoline,black,39517,Damage reported,67190
Ford,Mustang GT Premium,2019,5.0,V8,6-speed manual,Gasoline,blue,31600,None reported,41000
BMW,330 i,2017,2.0,4Cyl,automatic,Gasoline,black,83298,None reported,18300
Land Rover,Range Rover Sport 3.0L Supercharged HSE,2017,3.0,V6,8-speed auto,Gasoline,N/A,95212,None reported,31599
Porsche,911 Carrera,2010,3.6,H6,7-speed auto,Gasoline,black,61600,None reported,51750
INFINITI,QX56 Base,2011,5.6,V8,automatic,Gasoline,white,130921,None reported,12000
RAM,2500 Tradesman,2020,6.4,V8,8-speed auto,Gasoline,white,41000,,45515
BMW,limited_model,2024,3.0,I6,automatic,Gasoline,grey,1500,None reported,90000
Other,limited_model,2017,2.0,4Cyl,automatic,Gasoline,blue,79950,None reported,17390
Cadillac,limited_model,2021,6.2,V8,automatic,Gasoline,white,31500,None reported,95000
Audi,limited_model,2017,5.2,V10,automatic,Gasoline,grey,61000,None reported,140000
RAM,2500 Big Horn,2021,6.4,V8,automatic,Gasoline,silver,45867,None reported,43449
Porsche,911 Carrera 4,2014,3.4,H6,6-speed manual,Gasoline,silver,22700,Damage reported,85500
Other,Continental GT Base,2009,6.0,12Cyl,automatic,Gasoline,black,43000,None reported,48500
Toyota,Tundra SR5,2015,4.6,V8,6-speed auto,Gasoline,grey,99000,None reported,27000
Toyota,4Runner SR5,2006,4.0,V6,automatic,Gasoline,white,135000,None reported,16900
Cadillac,CTS 2.0L Turbo Luxury,2019,2.0,4Cyl,8-speed auto,Gasoline,black,46000,Damage reported,29000
Ford,Focus SE,2014,2.0,4Cyl,6-speed auto,Gasoline,black,79615,None reported,10995
BMW,M5 Base,2021,4.4,V8,8-speed auto,Gasoline,white,13250,None reported,86900
Land Rover,Range Rover 3.0L V6 Supercharged HSE,2019,3.0,V6,automatic,Gasoline,black,41200,None reported,60500
Cadillac,Escalade ESV Luxury,2016,6.2,V8,8-speed auto,Gasoline,black,116500,Damage reported,30500
Acura,NSX Base,1993,,,automatic,Gasoline,silver,75980,None reported,90200
Chevrolet,Corvette Z06,2018,6.2,V8,8-speed auto,Gasoline,grey,24059,None reported,87150
Audi,Q5 2.0T Premium Plus,2015,2.0,4Cyl,automatic,E85 Flex Fuel,silver,118500,Damage reported,15400
BMW,ALPINA B7 ALPINA B7 xDrive,2020,4.4,,automatic,Gasoline,silver,15097,None reported,99998
Other,Ghibli S Q4,2018,3.0,V6,automatic,Gasoline,white,20000,None reported,43000
BMW,228 Gran Coupe i xDrive,2020,2.0,,automatic,Gasoline,black,10426,None reported,30798
Ford,Expedition Limited,2023,3.5,V6,10-speed auto,Gasoline,black,9500,Damage reported,63500
Nissan,limited_model,2006,4.0,V6,automatic,Gasoline,grey,134000,Damage reported,8500
Subaru,BRZ Limited,2022,2.4,4Cyl,automatic,Gasoline,grey,10500,None reported,32500
Chevrolet,limited_model,2018,1.5,4Cyl,6-speed auto,Gasoline,red,53100,None reported,17500
Ford,limited_model,2017,2.0,4Cyl,6-speed auto,E85 Flex Fuel,white,80134,None reported,13895
Nissan,limited_model,2021,2.0,4Cyl,automatic,Gasoline,grey,24000,None reported,25500
Other,C70 T5,2006,2.5,5Cyl,6-speed manual,Gasoline,blue,61000,None reported,10299
Other,Nautilus Reserve,2021,2.7,V6,automatic,Gasoline,white,19700,None reported,48000
Mercedes-Benz,limited_model,2018,4.0,V8,7-speed auto,Gasoline,white,28182,Damage reported,84500
Ford,Mustang EcoBoost Premium,2017,2.3,4Cyl,automatic,Gasoline,black,59500,Damage reported,21000
Ford,Ranger XLT,1999,3.0,V6,automatic,E85 Flex Fuel,N/A,115402,None reported,8000
GMC,Yukon SLT,2018,5.3,V8,automatic,Gasoline,black,85500,Damage reported,35899
RAM,2500 Big Horn,2020,6.4,V8,6-speed auto,Gasoline,red,51000,None reported,44900
Tesla,Model Y Performance,2021,0.0,,automatic,,grey,17500,None reported,45000
Lexus,ES 350 Base,2011,3.5,V6,automatic,Gasoline,black,132000,None reported,9999
Jeep,limited_model,2016,3.6,,automatic,Gasoline,white,67882,None reported,32798
Other,XC90 T6 Momentum,2018,2.0,4Cyl,8-speed auto,Gasoline,silver,62000,None reported,30500
Porsche,911 R,2016,4.0,H6,6-speed manual,Gasoline,N/A,12454,None reported,210000
BMW,M6 Gran Coupe Base,2017,4.4,V8,7-speed auto,Gasoline,N/A,27965,None reported,58000
Cadillac,limited_model,2013,6.2,V8,automatic,E85 Flex Fuel,black,119000,,20500
BMW,X5 xDrive35i,2018,3.0,I6,8-speed auto,Gasoline,black,48000,None reported,32000
BMW,X5 xDrive40i,2020,3.0,,automatic,Gasoline,white,5541,None reported,56598
Other,Outlander SEL,2018,2.4,4Cyl,automatic,Gasoline,red,29000,None reported,19500
Dodge,Ram 1500 ST,2010,4.7,V8,automatic,E85 Flex Fuel,white,131100,Damage reported,12995
Subaru,Impreza 2.0i,2015,2.0,4Cyl,6-speed manual,Gasoline,blue,102242,Damage reported,11498
Mercedes-Benz,Maybach S S 600,2016,6.0,12Cyl,7-speed auto,Gasoline,black,18069,None reported,79999
Kia,Sportage LX,2023,2.5,4Cyl,automatic,Gasoline,white,13000,None reported,31900
Porsche,911 Turbo Cabriolet,2008,3.6,H6,automatic,Gasoline,silver,51000,Damage reported,69500
Other,H3 Base,2007,3.7,5Cyl,automatic,Gasoline,blue,137333,Damage reported,10000
Other,LaCrosse Leather,2014,3.6,V6,automatic,Gasoline,white,125559,Damage reported,11200
Chevrolet,limited_model,2020,6.2,V8,automatic,Gasoline,N/A,88161,Damage reported,48889
Toyota,4Runner SR5,2016,4.0,V6,automatic,Gasoline,black,101900,None reported,29000
Cadillac,Escalade ESV Luxury,2015,6.2,V8,6-speed auto,Gasoline,black,159500,Damage reported,18800
Subaru,limited_model,2015,2.5,4Cyl,automatic,Gasoline,silver,68860,Damage reported,15000
Tesla,Model 3 Long Range,2018,0.0,,automatic,,red,43000,Damage reported,30499
Ford,Expedition EL XLT,2017,3.5,V6,automatic,Gasoline,black,182000,Damage reported,16500
Tesla,Model Y Long Range,2022,0.0,,automatic,,white,21404,None reported,49500
Ford,Expedition EL Limited,2017,3.5,V6,automatic,Gasoline,black,81000,None reported,27000
Chevrolet,Silverado 1500 LTZ,2021,5.3,V8,8-speed auto,Gasoline,N/A,62257,None reported,42590
BMW,limited_model,2016,,,automatic,Hybrid,white,91798,None reported,22998
BMW,335 is,2011,3.0,I6,7-speed auto,Gasoline,grey,82000,Damage reported,20000
Ford,F-150 XLT,2012,3.5,V6,6-speed auto,Gasoline,black,207100,Damage reported,15000
Land Rover,limited_model,2023,3.0,I6,8-speed auto,Hybrid,blue,450,None reported,124000
Porsche,Panamera Edition,2016,3.6,V6,automatic,Gasoline,blue,77945,Damage reported,30000
Kia,limited_model,2022,1.6,4Cyl,6-speed auto,Hybrid,black,15583,None reported,40599
BMW,M240 i,2017,3.0,I6,8-speed auto,Gasoline,white,37100,Damage reported,26125
Other,Quattroporte Base,2006,4.2,V8,automatic,Gasoline,blue,51000,Damage reported,18000
Ford,F-150 XLT,2017,2.7,V6,6-speed auto,Gasoline,white,94000,None reported,26000
Land Rover,limited_model,2003,4.6,V8,automatic,Gasoline,white,121886,Damage reported,6000
Ford,F-250 XLT Crew Cab Super Duty,2008,5.4,V8,automatic,Gasoline,N/A,157500,Damage reported,15000
Ford,Taurus SHO,2014,3.5,V6,automatic,Gasoline,silver,138415,Damage reported,15500
Land Rover,Range Rover Sport HSE,2012,5.0,V8,automatic,Gasoline,silver,110000,None reported,10200
Cadillac,Escalade Sport,2023,3.0,I6,10-speed auto,Diesel,black,8532,None reported,109900
GMC,Sierra 1500 SLT,2021,5.3,V8,automatic,Gasoline,white,12941,Damage reported,51500
BMW,335 i xDrive,2009,3.0,I6,6-speed manual,Gasoline,black,69764,None reported,19500
Porsche,911 Carrera 4S,2003,3.6,H6,6-speed manual,Gasoline,silver,90000,,24000
Audi,Q5 S line Premium,2022,2.0,,automatic,Hybrid,silver,8193,None reported,42598
Lexus,RX 350 F Sport Performance,2020,3.5,V6,8-speed auto,Gasoline,N/A,43277,None reported,43599
Audi,S4 3.0T Premium Plus,2018,3.0,V6,8-speed auto,Gasoline,grey,26500,Damage reported,38000
Chevrolet,Silverado 1500 LT,2019,2.7,4Cyl,automatic,Gasoline,red,36021,,35670
Chevrolet,Colorado Z71,2019,3.6,V6,automatic,Gasoline,grey,25462,None reported,36139
Audi,limited_model,2018,2.0,4Cyl,7-speed auto,Gasoline,white,35850,None reported,33000
Mazda,limited_model,2008,2.3,4Cyl,6-speed manual,Gasoline,red,77700,None reported,6300
Other,limited_model,2021,2.0,4Cyl,9-speed auto,Hybrid,black,23600,None reported,42999
Other,GTC4Lusso T,2019,3.9,V8,automatic,Gasoline,N/A,8870,None reported,215000
Toyota,limited_model,2001,1.8,4Cyl,6-speed manual,Gasoline,blue,122000,None reported,7800
Ford,limited_model,2003,6.0,V8,automatic,Diesel,black,245000,Damage reported,17999
Porsche,718 Spyder Base,2022,4.0,H6,6-speed manual,Gasoline,white,4700,None reported,134000
Subaru,WRX STI Base,2016,2.5,4Cyl,6-speed manual,Gasoline,grey,84100,None reported,34000
Audi,limited_model,2021,2.0,4Cyl,automatic,Hybrid,black,33000,None reported,40000
Tesla,Model S P100D,2018,0.0,,automatic,,red,10065,None reported,59999
Mercedes-Benz,limited_model,2018,4.0,V8,7-speed auto,Gasoline,black,3811,None reported,148500
Acura,limited_model,2021,2.0,,automatic,Gasoline,black,44457,None reported,40598
Audi,S4 3.0T Premium Plus,2013,3.0,V6,7-speed auto,Gasoline,black,139355,None reported,20900
Other,limited_model,2010,3.5,V6,6-speed manual,Gasoline,black,9100,None reported,55000
Mercedes-Benz,S-Class S 560 4MATIC,2019,4.0,V8,9-speed auto,Gasoline,silver,10500,None reported,77900
Chevrolet,Silverado 1500 RST,2023,5.3,V8,10-speed auto,Gasoline,N/A,5006,None reported,59590
Hyundai,limited_model,2013,2.0,4Cyl,6-speed manual,Gasoline,white,55000,,18000
BMW,M3 Competition,2021,3.0,I6,8-speed auto,Gasoline,grey,33500,None reported,71000
BMW,435 i,2014,3.0,I6,automatic,Gasoline,white,126500,None reported,15000
Land Rover,limited_model,2016,2.0,4Cyl,9-speed auto,Gasoline,red,79000,None reported,24000
Porsche,limited_model,2018,3.0,H6,7-speed auto,Gasoline,grey,19000,None reported,145000
RAM,3500 Tradesman,2021,6.7,I6,6-speed auto,Diesel,blue,57000,None reported,52000
BMW,X5 xDrive40i,2020,3.0,,automatic,Gasoline,white,4880,None reported,57998
Acura,NSX Base,2018,3.5,V6,9-speed auto,Hybrid,white,6523,None reported,143900
Mercedes-Benz,SL-Class SL500 Roadster,2005,5.0,V8,7-speed auto,Gasoline,white,127000,None reported,14000
Lexus,SC 430 Base,2002,4.3,V8,automatic,Gasoline,black,89500,None reported,15999
Chevrolet,Silverado 1500 Base,2000,4.3,V6,automatic,Gasoline,white,97000,None reported,27500
Other,Enclave Avenir,2021,3.6,V6,9-speed auto,Gasoline,N/A,31181,Damage reported,42442
Lexus,limited_model,2020,2.5,4Cyl,automatic,Hybrid,grey,16425,Damage reported,33200
Lexus,RX 350 RX 350 F SPORT Handling,2022,3.5,,automatic,Gasoline,silver,11238,None reported,54798
Chevrolet,Avalanche 1500 LS,2005,5.3,V8,automatic,E85 Flex Fuel,black,97146,Damage reported,7999
Mercedes-Benz,limited_model,2015,3.0,,automatic,Gasoline,white,36670,None reported,39998
Chevrolet,Suburban Premier,2019,6.2,V8,6-speed auto,Gasoline,black,44800,None reported,52500
Ford,Transit-350 Base,2015,3.5,V6,automatic,Gasoline,black,150000,Damage reported,17100
INFINITI,QX60 Luxe,2020,3.5,V6,automatic,Gasoline,blue,38400,None reported,32100
Other,Continental GTC Base,2008,6.0,12Cyl,6-speed auto,Gasoline,white,7960,None reported,81500
Nissan,350Z Enthusiast,2007,3.5,V6,automatic,Gasoline,silver,117000,Damage reported,9975
Other,R1S Adventure Package,2023,0.0,,automatic,,white,159,None reported,95500
Other,limited_model,2017,3.8,V8,automatic,Gasoline,N/A,30200,None reported,139000
Nissan,Altima 2.5 SL,2012,2.5,4Cyl,automatic,Gasoline,silver,91545,None reported,8999
Land Rover,Range Rover 5.0L Supercharged,2015,5.0,V8,automatic,E85 Flex Fuel,black,110000,Damage reported,26499
BMW,X5 xDrive35i,2017,3.0,I6,8-speed auto,Gasoline,grey,105100,Damage reported,23300
INFINITI,QX56 Base,2012,5.6,V8,automatic,Gasoline,white,110000,None reported,15600
Ford,F-150 XLT,2019,3.5,V6,automatic,Gasoline,black,81778,None reported,32769
Lexus,RX 450h Base,2010,3.5,V6,automatic,Hybrid,black,168422,Damage reported,10900
Other,Ghibli S Q4 GranSport,2018,3.0,V6,8-speed auto,Gasoline,black,80500,None reported,34900
Other,XC90 T6 Momentum,2018,2.0,4Cyl,8-speed auto,Gasoline,black,81200,Damage reported,28825
Other,Huracan EVO Base,2020,5.2,V10,7-speed auto,Gasoline,N/A,6246,None reported,267950
Jeep,Wrangler Unlimited Rubicon,2017,3.6,V6,automatic,Gasoline,grey,20172,None reported,47500
Other,H2 Base,2005,6.0,V8,automatic,Gasoline,N/A,145000,None reported,22500
Ford,limited_model,2009,3.5,V6,6-speed auto,Gasoline,grey,162000,Damage reported,7500
Porsche,718 Cayman GT4,2020,4.0,H6,6-speed manual,Gasoline,blue,13554,None reported,124995
Toyota,Camry XLE,2007,3.5,V6,6-speed auto,Gasoline,N/A,59700,None reported,9500
Mercedes-Benz,A-Class A 220 4MATIC,2020,2.0,4Cyl,7-speed auto,Gasoline,black,30930,None reported,28900
BMW,335 i,2009,3.0,I6,6-speed manual,Gasoline,grey,51983,None reported,19999
Chevrolet,Camaro 2SS,2022,6.2,V8,6-speed manual,Gasoline,blue,22000,None reported,50000
Volkswagen,ID.4 Pro S,2023,0.0,,automatic,,grey,16800,None reported,45000
Chevrolet,Silverado 2500 High Country,2022,6.6,V8,automatic,Diesel,black,16000,Damage reported,73995
Nissan,limited_model,2020,2.5,4Cyl,automatic,Gasoline,N/A,22295,None reported,23599
Other,Continental GT V8,2020,4.0,V8,automatic,Gasoline,N/A,33000,None reported,188500
Toyota,Sequoia Platinum,2023,3.4,V6,10-speed auto,Hybrid,black,1025,None reported,85000
Acura,TL Technology,2013,3.7,V6,6-speed auto,Gasoline,grey,89190,Damage reported,15499
Toyota,Highlander Limited,2020,3.5,V6,8-speed auto,Gasoline,blue,53550,None reported,39687
Ford,Edge SEL,2021,2.0,4Cyl,8-speed auto,Gasoline,silver,56946,None reported,26299
Other,F-TYPE R,2016,5.0,V8,8-speed auto,Gasoline,black,11684,None reported,54900
GMC,Yukon XL Denali,2018,6.2,V8,automatic,Gasoline,white,45617,None reported,51000
Chevrolet,Suburban LT,2018,5.3,V8,6-speed auto,Gasoline,grey,75466,None reported,34500
Other,limited_model,2021,3.8,V8,8-speed auto,Gasoline,black,19513,Damage reported,84645
Subaru,Outback Limited,2021,2.5,4Cyl,automatic,Gasoline,black,15636,None reported,33531
Mercedes-Benz,limited_model,2018,3.0,V6,9-speed auto,Gasoline,black,69600,None reported,40888
Mercedes-Benz,GL-Class GL 450,2011,4.7,V8,automatic,Gasoline,white,138050,None reported,16500
Ford,F-250 Lariat,2017,6.2,V8,automatic,E85 Flex Fuel,grey,132269,None reported,35900
Hyundai,limited_model,2020,3.8,V6,automatic,Gasoline,silver,45815,None reported,37700
Ford,F-150 XLT,2021,3.5,V6,10-speed auto,Gasoline,grey,25352,None reported,48459
Mercedes-Benz,limited_model,2008,3.5,V6,7-speed auto,Gasoline,silver,120000,None reported,8995
Chevrolet,Camaro 2SS,2018,6.2,V8,6-speed manual,Gasoline,grey,75151,Damage reported,45000
Jeep,Wrangler Sport,2016,3.6,V6,6-speed manual,Gasoline,red,74139,None reported,23000
Chevrolet,limited_model,1994,,,automatic,Gasoline,red,170443,Damage reported,6000
Other,limited_model,1995,,,automatic,Gasoline,N/A,70000,None reported,19000
BMW,550 i xDrive,2012,4.4,V8,automatic,Gasoline,black,68500,None reported,17800
Lexus,GX 460 Luxury,2020,4.6,V8,6-speed auto,Gasoline,white,37366,,51890
Tesla,Model S Long Range,2021,0.0,,automatic,,white,35315,None reported,66900
Volkswagen,Jetta 1.4T SE,2017,1.4,4Cyl,automatic,Gasoline,white,61000,None reported,15995
Jeep,Grand Cherokee Limited,2022,3.6,V6,8-speed auto,Gasoline,white,12050,None reported,41599
Other,XK8 Base,2001,4.0,V8,automatic,Gasoline,N/A,150000,Damage reported,9875
Porsche,Macan S,2016,3.0,V6,automatic,Gasoline,grey,46200,Damage reported,41500
Mercedes-Benz,E-Class E 350,2014,3.5,V6,automatic,Gasoline,silver,88000,None reported,15500
Mercedes-Benz,GL-Class GL 450 4MATIC,2015,3.0,V6,7-speed auto,Gasoline,silver,47000,None reported,30089
Land Rover,Range Rover 3.0L Supercharged HSE,2017,3.0,V6,8-speed auto,Gasoline,white,50340,Damage reported,47000
Mercedes-Benz,E-Class E 350 4MATIC,2010,3.5,V6,7-speed auto,Gasoline,black,67800,None reported,13999
Dodge,Dakota Sport,2002,3.9,V6,6-speed manual,Gasoline,black,150000,Damage reported,5500
Chevrolet,Camaro ZL1,2018,6.2,V8,6-speed manual,Gasoline,black,13500,Damage reported,54000
Other,H3 Base,2007,3.7,5Cyl,automatic,Gasoline,white,101750,None reported,12900
Honda,Odyssey EX-L,2022,3.5,V6,10-speed auto,Gasoline,red,18385,None reported,37950
Nissan,350Z Touring,2008,3.5,V6,automatic,Gasoline,grey,123500,Damage reported,13500
GMC,Savana 2500 Work Van,2017,6.0,V8,6-speed auto,E85 Flex Fuel,silver,117000,None reported,38000
Mercedes-Benz,E-Class E 350 4MATIC,2010,3.5,V6,7-speed auto,Gasoline,grey,86121,None reported,13600
Lexus,GX 460 Premium,2020,4.6,V8,6-speed auto,Gasoline,white,22466,None reported,45900
Nissan,Titan XD SV,2017,5.6,V8,7-speed auto,Gasoline,silver,80000,None reported,23800
Other,300 Touring,2020,3.6,V6,8-speed auto,Gasoline,white,23152,None reported,28250
Dodge,Charger R/T,2006,5.7,V8,automatic,Gasoline,N/A,91300,None reported,9200
Nissan,Pathfinder SL,2020,3.5,V6,automatic,Gasoline,black,45000,None reported,28999
Other,R1S Launch Edition,2023,0.0,,automatic,,N/A,1885,None reported,93500
Ford,Explorer Platinum,2018,3.5,V6,6-speed auto,Gasoline,grey,73049,Damage reported,30510
Nissan,Titan SV,2021,5.6,V8,9-speed auto,Gasoline,black,7250,None reported,38000
Other,limited_model,2019,2.0,4Cyl,automatic,Gasoline,black,44000,None reported,29000
Ford,limited_model,2014,6.2,V8,automatic,Gasoline,black,85500,None reported,26900
GMC,Acadia Denali,2021,3.6,V6,9-speed auto,Gasoline,N/A,18083,None reported,43999
Other,Murcielago Base,2005,6.2,12Cyl,6-speed manual,Gasoline,black,22703,None reported,220000
Chevrolet,Camaro 1LT,2011,3.6,V6,automatic,Gasoline,blue,111000,None reported,10900
GMC,limited_model,2013,3.6,V6,6-speed auto,Gasoline,white,115000,None reported,14000
Chevrolet,limited_model,2021,2.0,4Cyl,automatic,Gasoline,white,33400,None reported,28000
Toyota,Sequoia SR5,2007,4.7,V8,automatic,Gasoline,black,136000,None reported,12500
Lexus,IS 350 F Sport,2021,3.5,V6,8-speed auto,Gasoline,black,26800,None reported,44000
Tesla,Model Y Performance,2022,0.0,,automatic,,white,30000,None reported,51999
Dodge,Challenger SRT8,2008,6.1,V8,automatic,Gasoline,silver,251634,None reported,10500
Other,300 Touring,2005,3.5,V6,automatic,Gasoline,blue,119000,None reported,3500
Cadillac,Escalade Sport Platinum,2021,6.2,V8,10-speed auto,Gasoline,black,28121,None reported,89000
Other,Town & Country Touring,2009,3.8,V6,automatic,Gasoline,blue,111000,None reported,7900
Mazda,CX-5 Touring,2016,2.5,4Cyl,6-speed auto,Gasoline,blue,116500,None reported,14311
