brand,model,model_year,engine_volume,engine_type,transmission,fuel_type,ext_col,mileage in miles,damage,price_usd
Audi,RS 7 4.0T Prestige,2016,4.0,V8,8-speed auto,Gasoline,white,64800,None reported,50000
Mercedes-Benz,GLC 300 GLC 300,2022,2.0,,automatic,Gasoline,blue,1408,None reported,46798
Volkswagen,limited_model,2015,3.0,V6,8-speed auto,Diesel,N/A,15167,None reported,35000
Porsche,Cayenne GTS,2016,3.6,V6,8-speed auto,Gasoline,white,64600,None reported,41000
Jeep,Grand Wagoneer Series III,2022,6.4,V8,8-speed auto,Gasoline,black,31112,None reported,83000
Tesla,limited_model,2018,0.0,,automatic,,grey,23250,None reported,57000
Other,Cooper S Base,2011,1.6,4Cyl,6-speed manual,Gasoline,silver,63500,None reported,10500
RAM,1500 Laramie,2022,5.7,V8,8-speed auto,Gasoline,black,13464,None reported,46999
Chevrolet,Camaro Base,2001,3.8,V6,automatic,Gasoline,black,64776,None reported,7500
Jeep,limited_model,2022,3.2,V6,automatic,Gasoline,grey,9601,None reported,33498
BMW,limited_model,2013,4.4,V8,automatic,Gasoline,black,135000,Damage reported,14000
Other,limited_model,2013,3.2,I6,6-speed auto,Gasoline,white,208864,Damage reported,7500
INFINITI,limited_model,2016,3.0,V6,7-speed auto,Gasoline,grey,49872,Damage reported,21500
Other,Cooper Base,2009,1.6,4Cyl,6-speed manual,Gasoline,red,90367,None reported,9250
Porsche,911 Carrera 4S,2014,3.8,H6,automatic,Gasoline,white,36670,None reported,82499
Jeep,limited_model,2023,6.4,V8,8-speed auto,Gasoline,N/A,3752,None reported,84620
Lexus,RX 350 Base,2021,3.5,V6,8-speed auto,Gasoline,white,30761,None reported,44950
RAM,1500 Laramie,2022,5.7,V8,8-speed auto,Gasoline,black,13438,None reported,46599
Jeep,Gladiator Overland,2020,3.6,V6,8-speed auto,Gasoline,red,9100,None reported,49895
Other,200 Limited,2017,,,automatic,Gasoline,black,100600,None reported,10000
Ford,Fusion Hybrid Base,2011,2.5,4Cyl,automatic,Hybrid,white,223824,Damage reported,4500
Audi,A6 2.0T Premium Plus,2016,2.0,4Cyl,8-speed auto,Gasoline,black,96000,None reported,21990
Chevrolet,limited_model,2004,5.3,V8,automatic,Gasoline,red,185000,Damage reported,10500
Porsche,Taycan Base,2021,0.0,,automatic,,white,6900,None reported,79999
Honda,limited_model,2017,2.0,4Cyl,automatic,Hybrid,white,96400,Damage reported,18500
RAM,2500 SLT,2018,6.4,V8,6-speed auto,Gasoline,white,67865,None reported,36500
Land Rover,Range Rover Sport Supercharged,2015,5.0,V8,automatic,E85 Flex Fuel,blue,64300,None reported,44850
Chevrolet,Colorado ZR2,2018,3.6,V6,8-speed auto,Gasoline,white,76500,None reported,33500
GMC,Sierra 2500 Denali,2017,6.6,V8,6-speed auto,Diesel,blue,96343,Damage reported,53000
Subaru,Crosstrek 2.0i Limited,2018,2.0,4Cyl,automatic,Gasoline,blue,74600,None reported,24000
Subaru,Outback 2.5i Limited,2014,2.5,4Cyl,automatic,Gasoline,blue,157530,Damage reported,9995
Tesla,limited_model,2022,0.0,,automatic,,white,15000,None reported,95999
Jeep,Wrangler Unlimited Rubicon,2012,3.6,V6,automatic,Gasoline,N/A,80000,None reported,30000
Tesla,Model S 100D,2018,0.0,,automatic,,grey,83424,None reported,45000
Mercedes-Benz,C-Class C 300 4MATIC,2021,2.0,4Cyl,automatic,Gasoline,blue,19000,None reported,37999
Porsche,911 Carrera S,2013,3.8,H6,7-speed auto,Gasoline,grey,64000,Damage reported,67000
Mercedes-Benz,GLS 450 Base 4MATIC,2019,3.0,V6,9-speed auto,Gasoline,white,34068,None reported,46900
Other,Envision Preferred,2021,2.0,4Cyl,9-speed auto,Gasoline,N/A,20104,None reported,33295
Nissan,Armada Platinum,2022,5.6,V8,7-speed auto,Gasoline,red,8400,None reported,59950
Porsche,911 Turbo,2021,3.8,H6,automatic,Gasoline,black,11938,,209000
Chevrolet,Corvette Stingray w/2LT,2021,6.2,V8,automatic,Gasoline,white,24670,None reported,72500
Ford,Mustang Shelby GT500,2013,5.8,V8,6-speed manual,Gasoline,white,16478,None reported,66400
Ford,F-150 XL,2018,5.0,V8,automatic,E85 Flex Fuel,grey,52500,None reported,35000
Porsche,Cayenne Turbo,2004,4.5,V8,automatic,Gasoline,silver,92500,None reported,12000
Other,Eclipse Spyder GT,2008,3.8,V6,automatic,Gasoline,grey,62930,Damage reported,10000
Lexus,GX 470 Base,2007,4.7,V8,automatic,Gasoline,white,116600,None reported,19975
Dodge,limited_model,2010,3.7,V6,automatic,Gasoline,red,172024,Damage reported,7500
Jeep,Wrangler Sport,2012,3.6,V6,automatic,Gasoline,black,57237,None reported,22500
Subaru,Outback Limited,2020,2.5,4Cyl,automatic,Gasoline,silver,44600,None reported,28300
Jeep,Wrangler Unlimited Rubicon,2013,3.6,V6,6-speed manual,Gasoline,black,181830,None reported,21000
Subaru,Ascent Touring 7-Passenger,2021,2.4,4Cyl,automatic,Gasoline,silver,39948,None reported,36791
Ford,limited_model,2017,6.7,V8,6-speed auto,Diesel,white,156453,None reported,40000
Porsche,Cayenne Turbo S,2014,4.8,V8,8-speed auto,Gasoline,silver,156193,None reported,36000
BMW,X1 xDrive28i,2020,2.0,4Cyl,automatic,Gasoline,grey,27989,None reported,29000
Toyota,4Runner Limited,2014,4.0,V6,automatic,Gasoline,blue,146700,Damage reported,24999
GMC,Yukon Denali,2019,6.2,V8,10-speed auto,Gasoline,black,88450,Damage reported,42900
Toyota,C-HR LE,2020,2.0,4Cyl,automatic,Gasoline,grey,14065,Damage reported,27671
Subaru,limited_model,2020,2.4,4Cyl,automatic,Gasoline,grey,36844,Damage reported,30427
Chevrolet,Silverado 1500 LT Trail Boss,2020,5.3,V8,automatic,Gasoline,white,49000,None reported,44900
BMW,X5 xDrive50i,2013,4.4,V8,8-speed auto,Gasoline,white,58000,None reported,17900
Audi,limited_model,2021,3.0,V6,automatic,Hybrid,blue,22800,None reported,52000
Subaru,Outback 2.5i Limited,2014,2.5,4Cyl,automatic,Gasoline,blue,78007,None reported,14750
Ford,F-250 King Ranch,2020,6.7,V8,10-speed auto,Diesel,grey,36500,None reported,69900
Honda,CR-V EX,2004,2.4,4Cyl,automatic,Gasoline,N/A,156350,Damage reported,3990
Lexus,GX 460 Luxury,2021,4.6,V8,automatic,Gasoline,white,17710,None reported,59000
Ford,Explorer XLT,2013,3.5,V6,automatic,Gasoline,N/A,149000,Damage reported,7850
Subaru,limited_model,2015,2.5,4Cyl,automatic,Gasoline,silver,90000,None reported,16000
Ford,Bronco Wildtrak Advanced,2022,2.7,V6,automatic,Gasoline,silver,9990,None reported,64500
Mercedes-Benz,A-Class A 220 4MATIC,2019,2.0,4Cyl,7-speed auto,Gasoline,red,28663,None reported,29500
Lexus,NX 200t Base,2015,2.0,4Cyl,automatic,Gasoline,grey,124250,Damage reported,17900
Ford,F-250 Lariat,2017,6.7,V8,6-speed auto,Diesel,white,50780,None reported,61000
Porsche,limited_model,2006,3.8,H6,6-speed manual,Gasoline,blue,65000,,43000
Tesla,Model 3 Long Range,2022,0.0,,automatic,,silver,22457,None reported,40036
Toyota,limited_model,2022,3.5,,automatic,Gasoline,red,19361,None reported,38298
BMW,limited_model,2017,0.65,,automatic,,black,43000,None reported,16500
Ford,limited_model,1993,,,automatic,Diesel,red,115000,None reported,21900
Porsche,Taycan Turbo,2020,0.0,,automatic,,grey,2076,None reported,115998
Porsche,911 GT3,2018,4.0,H6,7-speed auto,Gasoline,red,9712,None reported,188900
Mercedes-Benz,limited_model,2005,5.4,V8,automatic,Gasoline,grey,131000,None reported,16500
Toyota,Highlander XLE,2022,3.5,V6,automatic,Gasoline,grey,31000,None reported,43000
Other,limited_model,2021,2.0,4Cyl,8-speed auto,Hybrid,grey,24158,None reported,44900
Audi,A6 3.0T Premium Plus,2016,3.0,V6,automatic,Gasoline,black,72865,Damage reported,22000
Mercedes-Benz,E-Class E 350 4MATIC,2014,3.5,V6,7-speed auto,Gasoline,blue,89563,None reported,18995
Nissan,Juke SL,2012,1.6,4Cyl,automatic,Gasoline,black,72639,Damage reported,15000
Mercedes-Benz,CLS-Class CLS 550,2012,4.6,V8,7-speed auto,Gasoline,black,79000,None reported,19999
Audi,A3 2.0T Premium,2012,2.0,4Cyl,6-speed auto,Gasoline,white,111564,None reported,11200
Lexus,GX 460 Base,2018,4.6,V8,6-speed auto,Gasoline,white,75000,Damage reported,38095
Ford,Mustang Premium,2007,4.0,V6,automatic,Gasoline,black,169613,Damage reported,5900
Honda,Pilot EX-L,2011,3.5,V6,automatic,Gasoline,black,175000,None reported,9000
BMW,limited_model,2017,3.0,I6,8-speed auto,Gasoline,black,98500,None reported,24500
Other,300 S,2012,3.6,V6,automatic,Gasoline,black,53000,Damage reported,13750
RAM,limited_model,2015,6.7,I6,6-speed auto,Diesel,black,72200,None reported,52500
Acura,limited_model,2005,2.4,4Cyl,6-speed manual,Gasoline,black,151600,None reported,7899
Other,limited_model,2011,3.5,V6,6-speed manual,Gasoline,white,20000,None reported,51000
Chevrolet,Avalanche 1500 LT,2010,5.3,V8,automatic,E85 Flex Fuel,black,170000,Damage reported,9000
Ford,F-150 XLT,2019,5.0,V8,10-speed auto,E85 Flex Fuel,silver,69800,None reported,34600
Toyota,Tundra SR5,2020,5.7,V8,6-speed auto,Gasoline,grey,26300,Damage reported,46199
Honda,limited_model,2007,1.5,4Cyl,automatic,Gasoline,red,156111,Damage reported,5200
Chevrolet,limited_model,2016,6.6,V8,automatic,Diesel,red,172600,Damage reported,32500
Honda,limited_model,2010,3.5,V6,automatic,Gasoline,N/A,145000,None reported,9000
Ford,limited_model,2001,5.4,V8,automatic,Gasoline,white,64309,None reported,7500
RAM,1500 TRX,2021,6.2,V8,8-speed auto,Gasoline,black,15183,None reported,90000
Other,Envision Essence,2020,2.5,4Cyl,6-speed auto,Gasoline,N/A,28548,None reported,32063
Volkswagen,limited_model,2022,3.6,V6,8-speed auto,Gasoline,grey,14000,None reported,46900
Mercedes-Benz,limited_model,2019,3.0,I6,automatic,Hybrid,N/A,67000,None reported,44500
Jeep,Wrangler Unlimited Sport,2017,3.6,V6,automatic,Gasoline,grey,84786,None reported,23500
Mercedes-Benz,S-Class S 63 AMG,2008,6.2,V8,automatic,Gasoline,black,93000,None reported,17800
Hyundai,Genesis Coupe 3.8 Track,2010,3.8,V6,6-speed manual,Gasoline,blue,127500,Damage reported,6000
Ford,Mustang Mach-E GT,2022,0.0,,automatic,,blue,8000,None reported,60999
GMC,limited_model,2022,3.6,V6,8-speed auto,Gasoline,grey,16500,None reported,32900
Other,XK Base,2013,5.0,V8,6-speed auto,Gasoline,black,55700,None reported,27200
Ford,limited_model,2021,6.7,V8,automatic,Diesel,black,42245,None reported,76598
Toyota,RAV4 Base,2009,2.5,4Cyl,automatic,Gasoline,silver,78500,None reported,12000
Ford,Expedition Platinum,2018,3.5,V6,10-speed auto,Gasoline,grey,48619,None reported,51499
Jeep,Wrangler Unlimited 4xe Sahara,2021,2.0,4Cyl,8-speed auto,Hybrid,black,51105,None reported,42700
Ford,F-150 XLT,2016,3.5,V6,6-speed auto,E85 Flex Fuel,red,25880,None reported,25500
Tesla,limited_model,2021,0.0,,automatic,,red,20100,None reported,69995
Toyota,Tacoma SR5,2018,3.5,V6,6-speed auto,Gasoline,red,25083,Damage reported,34955
Audi,limited_model,2002,1.8,4Cyl,6-speed manual,Gasoline,grey,69300,Damage reported,9995
Toyota,Highlander Hybrid Limited Platinum,2019,3.5,V6,automatic,Hybrid,silver,46000,None reported,40000
Jeep,Liberty Sport,2008,3.7,V6,automatic,Gasoline,black,141485,Damage reported,6500
Toyota,Sequoia Limited,2018,5.7,V8,6-speed auto,Gasoline,white,63990,Damage reported,48000
Ford,Transit-350 Base,2020,3.5,V6,automatic,Gasoline,white,19400,None reported,58000
Subaru,BRZ Limited,2013,2.0,4Cyl,6-speed auto,Gasoline,silver,129858,Damage reported,13490
Other,limited_model,2012,3.2,I6,6-speed auto,Gasoline,blue,102000,None reported,10800
Subaru,limited_model,2010,2.5,4Cyl,6-speed manual,Gasoline,grey,8700,None reported,39900
Chevrolet,Bolt EV LT,2018,0.0,,automatic,,red,49279,None reported,17500
Chevrolet,limited_model,2004,3.8,V6,automatic,Gasoline,red,148800,None reported,6500
Cadillac,limited_model,2012,6.2,V8,automatic,E85 Flex Fuel,black,160249,None reported,12900
Other,limited_model,2004,3.5,V6,automatic,Gasoline,grey,45000,None reported,6000
Chevrolet,limited_model,2006,6.6,V8,6-speed auto,Diesel,white,169000,None reported,19500
Mercedes-Benz,AMG C 63 S,2017,4.0,V8,7-speed auto,Gasoline,grey,46000,None reported,56000
Other,488 Spider Base,2019,3.9,V8,automatic,Gasoline,red,13900,None reported,315000
Acura,limited_model,2015,3.5,V6,9-speed auto,Gasoline,white,38000,None reported,21900
Chevrolet,Corvette Z06,2006,7.0,V8,6-speed manual,Gasoline,N/A,42000,None reported,42000
Lexus,limited_model,2024,2.5,4Cyl,automatic,Hybrid,black,300,None reported,50999
Mercedes-Benz,SLK-Class SLK 350,2008,3.5,V6,7-speed auto,Gasoline,red,120800,None reported,13900
Jeep,Wrangler Unlimited Sahara,2020,2.0,4Cyl,8-speed auto,Gasoline,N/A,76313,None reported,35234
Chevrolet,Silverado 1500 LT,2012,5.3,V8,6-speed auto,E85 Flex Fuel,blue,104000,Damage reported,16500
Lexus,GX 460 Base,2010,4.6,V8,automatic,Gasoline,red,97097,Damage reported,22000
Jeep,Wrangler Unlimited X,2008,3.8,V6,automatic,Gasoline,N/A,136731,None reported,15900
RAM,1500 Tradesman/Express,2017,5.7,V8,automatic,Gasoline,blue,40200,Damage reported,24000
Ford,Explorer ST,2021,3.0,V6,10-speed auto,Gasoline,black,39105,None reported,44605
Mercedes-Benz,G 550 4x4 Squared Base,2017,4.0,V8,automatic,Gasoline,white,23567,Damage reported,215000
BMW,M4 Competition,2021,3.0,I6,8-speed auto,Gasoline,grey,12500,Damage reported,90000
Chevrolet,Colorado ZR2,2019,3.6,V6,8-speed auto,Gasoline,white,38900,None reported,34700
Other,Navigator L Select,2016,3.5,V6,6-speed auto,Gasoline,black,84272,Damage reported,25221
Mercedes-Benz,E-Class E 350,2016,3.5,V6,automatic,Gasoline,white,58375,None reported,24999
Ford,Mustang Shelby GT500,2007,5.4,V8,6-speed manual,Gasoline,red,7346,None reported,40999
Dodge,limited_model,2008,6.1,V8,automatic,Gasoline,blue,98231,Damage reported,15500
Other,XK Base,2007,4.2,V8,automatic,Gasoline,white,56000,None reported,18000
Honda,Civic EX,2020,1.5,4Cyl,automatic,Gasoline,grey,13935,None reported,26000
Subaru,Impreza 2.0i,2019,2.0,4Cyl,automatic,Gasoline,grey,30000,Damage reported,21250
Other,limited_model,2009,2.8,V6,6-speed auto,Gasoline,red,106000,None reported,12950
BMW,650 Gran Coupe i xDrive,2014,4.4,V8,8-speed auto,Gasoline,black,82978,None reported,18700
Jeep,Wrangler Unlimited Sport,2018,3.6,V6,8-speed auto,Gasoline,black,58500,None reported,35000
Ford,limited_model,2015,6.7,V8,6-speed auto,Diesel,white,92421,None reported,51900
Mazda,limited_model,2020,2.5,4Cyl,6-speed auto,Gasoline,white,9927,None reported,27518
Jeep,Wrangler Sport,2000,4.0,I6,6-speed manual,Gasoline,N/A,122945,None reported,13900
Lexus,RX 330 Base,2006,3.3,V6,automatic,Gasoline,white,110250,None reported,11000
INFINITI,QX56 Base,2011,5.6,V8,7-speed auto,Gasoline,black,103010,None reported,13500
Hyundai,limited_model,2017,1.6,4Cyl,6-speed auto,Gasoline,silver,55359,None reported,15599
Chevrolet,limited_model,2002,5.3,V8,automatic,Gasoline,silver,118500,Damage reported,5900
Other,R1S Launch Edition,2022,0.0,,automatic,,N/A,7800,None reported,92500
Land Rover,Range Rover HSE SWB,2020,3.0,I6,8-speed auto,Hybrid,grey,41500,None reported,68000
BMW,M4 Base,2020,3.0,I6,7-speed auto,Gasoline,white,28000,None reported,59900
Mercedes-Benz,E-Class E 350,2014,3.5,V6,automatic,Gasoline,black,53500,None reported,24500
Honda,limited_model,2021,2.0,4Cyl,automatic,Hybrid,silver,33523,None reported,28748
Toyota,limited_model,2016,1.8,4Cyl,automatic,Hybrid,grey,86300,Damage reported,18000
Subaru,WRX Premium,2022,2.4,4Cyl,automatic,Gasoline,N/A,7738,Damage reported,33000
Other,Bentayga Speed,2020,6.0,12Cyl,8-speed auto,Gasoline,black,22001,None reported,173995
Ford,Explorer ST,2022,3.0,V6,10-speed auto,Gasoline,black,14361,None reported,51500
Chevrolet,Suburban LT,2016,5.3,V8,automatic,E85 Flex Fuel,grey,98000,Damage reported,30000
Chevrolet,limited_model,2022,2.7,,automatic,Gasoline,white,30455,None reported,37698
Ford,Explorer Platinum,2020,3.0,V6,10-speed auto,Gasoline,silver,64552,Damage reported,36750
Lexus,RX 350 Base,2017,3.5,V6,8-speed auto,Gasoline,N/A,103866,Damage reported,24700
Land Rover,Range Rover 3.0L V6 Supercharged HSE,2019,3.0,V6,8-speed auto,Gasoline,black,35650,Damage reported,57999
Ford,Explorer Platinum,2021,3.0,V6,10-speed auto,Gasoline,black,64957,None reported,39979
Dodge,limited_model,2012,,,6-speed manual,Gasoline,black,33700,None reported,33500
Chevrolet,limited_model,2012,3.0,V6,6-speed auto,Gasoline,black,96653,Damage reported,7500
Dodge,Challenger SXT,2022,3.6,V6,8-speed auto,Gasoline,grey,29500,None reported,31000
Porsche,911 Carrera,2021,3.0,H6,8-speed auto,Gasoline,red,7400,,116999
Other,limited_model,2012,3.0,I6,automatic,Gasoline,silver,69000,Damage reported,15900
Lexus,GX 470 Base,2005,4.7,V8,automatic,Gasoline,grey,198000,Damage reported,15500
Porsche,911 Carrera GTS,2015,3.8,H6,6-speed manual,Gasoline,red,23600,None reported,132900
Other,XC70 3.2,2008,3.2,I6,6-speed auto,Gasoline,white,170000,None reported,7000
Nissan,limited_model,2008,3.5,V6,6-speed manual,Gasoline,silver,76500,Damage reported,28000
Porsche,911 Turbo,2007,3.6,H6,automatic,Gasoline,black,73500,None reported,75499
Land Rover,limited_model,2020,3.0,I6,automatic,Hybrid,black,29000,None reported,70000
Porsche,limited_model,2017,3.0,V6,8-speed auto,Hybrid,black,69404,Damage reported,29500
Lexus,IS 350 Base,2007,3.5,V6,6-speed auto,Gasoline,red,103000,Damage reported,12900
Porsche,Macan S,2015,3.0,V6,automatic,Gasoline,silver,70500,Damage reported,26500
Land Rover,Range Rover 5.0L Supercharged,2016,5.0,V8,automatic,Gasoline,white,64000,None reported,36995
GMC,Savana 2500 Work Van,2018,6.0,V8,automatic,E85 Flex Fuel,white,63460,None reported,33000
Toyota,4Runner SR5,2018,4.0,V6,automatic,Gasoline,silver,32199,None reported,35500
Hyundai,Palisade SEL,2020,3.8,V6,automatic,Gasoline,white,69487,None reported,32000
GMC,Sierra 2500 Denali,2015,6.6,V8,automatic,Diesel,grey,86000,None reported,49000
Other,GV70 3.5T Sport,2022,3.5,V6,8-speed auto,Gasoline,white,8730,None reported,48219
Dodge,limited_model,2002,3.9,V6,automatic,Gasoline,red,70000,Damage reported,8000
Chevrolet,Impala 1LT,2017,3.6,V6,6-speed auto,Gasoline,white,70000,Damage reported,17900
Audi,A4 2.0T Premium Plus,2015,2.0,4Cyl,8-speed auto,E85 Flex Fuel,red,83420,Damage reported,16000
Nissan,Altima 2.5 S,2003,2.5,4Cyl,automatic,Gasoline,silver,189000,Damage reported,2899
Porsche,911 Carrera 4S,2017,3.0,H6,7-speed auto,Gasoline,blue,31500,None reported,97555
BMW,X1 xDrive 28i,2015,2.0,4Cyl,automatic,Gasoline,grey,85766,None reported,13000
GMC,Yukon Denali,2018,6.2,V8,10-speed auto,Gasoline,white,92800,None reported,34000
Land Rover,Defender SE,2021,3.0,I6,automatic,Hybrid,grey,13970,None reported,75500
Porsche,911 Turbo S,2023,3.8,H6,8-speed auto,Gasoline,N/A,154,None reported,274900
Toyota,Land Cruiser Base,2000,4.7,V8,automatic,Gasoline,black,265000,None reported,15500
Other,limited_model,2011,2.4,4Cyl,automatic,Gasoline,N/A,95426,None reported,8000
Honda,S2000 Base,2001,2.0,4Cyl,6-speed manual,Gasoline,black,119900,Damage reported,18000
Mazda,CX-30 Select,2020,2.5,4Cyl,6-speed auto,Gasoline,red,23162,None reported,25495
BMW,M4 Competition,2023,3.0,I6,automatic,Gasoline,white,3950,None reported,83500
Porsche,911 Carrera 4S,2006,3.8,H6,6-speed manual,Gasoline,black,80000,None reported,43000
Ford,F-250 Lariat,2015,6.2,V8,automatic,E85 Flex Fuel,white,94634,Damage reported,32500
Chevrolet,Corvette Base,2007,6.0,V8,6-speed auto,Gasoline,silver,65000,Damage reported,33885
Lexus,LS 460 L,2008,4.6,V8,automatic,Gasoline,black,100000,Damage reported,11500
Toyota,limited_model,2023,2.5,4Cyl,automatic,Hybrid,white,500,None reported,59500
Mercedes-Benz,AMG G 63 Base,2021,4.0,V8,9-speed auto,Gasoline,blue,7856,None reported,425000
Audi,limited_model,2011,2.0,4Cyl,automatic,Gasoline,white,181000,None reported,5500
Mercedes-Benz,GLC 300 Base 4MATIC,2018,2.0,4Cyl,9-speed auto,Gasoline,blue,48700,None reported,27900
Porsche,911 Turbo Cabriolet,2009,3.6,H6,6-speed manual,Gasoline,grey,13500,None reported,130000
Toyota,limited_model,2017,2.0,4Cyl,6-speed auto,Gasoline,silver,87500,None reported,20000
Other,XJ8 L,2000,4.0,V8,automatic,Gasoline,silver,45000,None reported,12500
Chevrolet,Corvette Base,1996,5.7,V8,automatic,Gasoline,silver,85760,None reported,14500
Tesla,Model 3 Long Range,2018,0.0,,automatic,,white,36187,None reported,28895
Hyundai,limited_model,2022,2.5,4Cyl,8-speed auto,Gasoline,grey,13666,None reported,27999
Porsche,911 Carrera S,2007,3.8,H6,6-speed manual,Gasoline,silver,50500,None reported,56000
Other,Nautilus Reserve,2021,2.0,4Cyl,8-speed auto,Gasoline,black,19291,None reported,44340
Ford,limited_model,2012,5.0,V8,6-speed manual,Gasoline,silver,1295,None reported,49990
Cadillac,Escalade Premium Luxury,2017,6.2,V8,8-speed auto,Gasoline,white,55000,Damage reported,49900
Other,Cooper Base,2010,1.6,4Cyl,6-speed manual,Gasoline,N/A,74000,None reported,9650
Dodge,Durango R/T,2022,5.7,V8,8-speed auto,Gasoline,white,14976,None reported,49999
BMW,X5 xDrive35i,2018,3.0,I6,8-speed auto,Gasoline,blue,25348,Damage reported,33889
Chevrolet,Corvette Base,2010,6.2,V8,6-speed manual,Gasoline,white,23133,None reported,35000
Other,limited_model,2018,2.0,,automatic,Diesel,blue,34322,None reported,29998
Dodge,Challenger R/T,2021,5.7,V8,8-speed auto,Gasoline,white,39960,Damage reported,28500
BMW,550 i xDrive,2016,4.4,V8,8-speed auto,Gasoline,black,76400,Damage reported,31300
Ford,Explorer XLT,2022,2.3,4Cyl,10-speed auto,Gasoline,white,18533,None reported,38978
GMC,Yukon XL Denali,2023,6.2,V8,10-speed auto,Gasoline,grey,7500,None reported,92888
INFINITI,QX80 SENSORY,2022,5.6,V8,7-speed auto,Gasoline,blue,26520,Damage reported,64000
Land Rover,Range Rover 3.0L Supercharged,2014,3.0,V6,automatic,E85 Flex Fuel,red,59500,None reported,33800
Honda,Pilot EX-L,2020,3.5,V6,automatic,Gasoline,white,44000,None reported,34999
Other,Firebird Base,2001,3.8,V6,automatic,Gasoline,white,111000,None reported,11000
Toyota,4Runner Limited,2016,4.0,V6,automatic,Gasoline,blue,82260,None reported,31906
Porsche,911 Carrera Cabriolet,2006,3.6,H6,automatic,Gasoline,grey,52744,Damage reported,37500
BMW,i8 Base,2019,1.5,3Cyl,automatic,Hybrid,grey,28200,Damage reported,79950
Nissan,limited_model,2000,3.0,V6,automatic,Gasoline,blue,194277,Damage reported,2300
Other,Firebird Trans Am,2001,5.7,V8,automatic,Gasoline,N/A,91812,None reported,12850
Chevrolet,Suburban Premier,2018,5.3,V8,6-speed auto,Gasoline,N/A,84224,None reported,43775
BMW,X2 xDrive28i,2018,2.0,4Cyl,automatic,Gasoline,grey,66690,Damage reported,24900
Mercedes-Benz,AMG C 43 Base 4MATIC,2018,3.0,V6,9-speed auto,Gasoline,white,41500,Damage reported,39848
BMW,750 i xDrive,2014,4.4,V8,8-speed auto,Gasoline,black,85095,Damage reported,24900
Other,limited_model,2015,2.5,5Cyl,automatic,Gasoline,silver,39000,Damage reported,17900
Tesla,Model Y Long Range,2022,0.0,,automatic,,grey,20500,None reported,46500
Ford,F-350 Platinum,2019,6.7,V8,6-speed auto,Diesel,black,112000,None reported,61995
Volkswagen,ID.4 Pro S,2023,0.0,,automatic,,grey,1716,None reported,39998
Audi,A3 2.0T Premium,2016,2.0,4Cyl,automatic,Gasoline,black,90360,Damage reported,15499
Ford,Explorer Limited,2020,2.3,4Cyl,10-speed auto,Gasoline,grey,82146,None reported,30825
Ford,Mustang GT Premium,2020,5.0,V8,10-speed auto,Gasoline,blue,16850,Damage reported,41000
Honda,S2000 Base,2003,2.0,4Cyl,6-speed manual,Gasoline,silver,101000,None reported,28000
BMW,M235 i,2015,3.0,I6,6-speed manual,Gasoline,red,68750,None reported,25999
Other,limited_model,2018,6.5,12Cyl,7-speed auto,Gasoline,white,5858,None reported,491836
Dodge,limited_model,2004,5.7,V8,automatic,Gasoline,N/A,143000,None reported,3200
Nissan,Armada LE,2005,5.6,V8,automatic,Gasoline,N/A,152270,Damage reported,6900
Kia,limited_model,2021,2.5,4Cyl,8-speed auto,Gasoline,white,19605,None reported,33591
Chevrolet,Silverado 1500 RST,2020,5.3,V8,10-speed auto,Gasoline,grey,19200,None reported,69999
Chevrolet,limited_model,2004,3.4,V6,automatic,Gasoline,N/A,64500,None reported,5900
Toyota,Tacoma PreRunner,2011,4.0,V6,automatic,Gasoline,black,149000,None reported,18995
Other,570S Spider,2018,3.8,V8,7-speed auto,Gasoline,N/A,5918,None reported,179900
Other,Firebird Trans Am,1997,5.7,V8,automatic,Gasoline,red,134033,Damage reported,7200
Kia,Stinger GT1,2019,3.3,V6,automatic,Gasoline,white,37226,None reported,34998
Ford,Escape SE,2017,1.5,4Cyl,automatic,Gasoline,N/A,71924,None reported,13700
Other,limited_model,2021,5.2,V10,automatic,Gasoline,N/A,5718,None reported,279991
Jeep,Wrangler Unlimited Sport,2014,3.6,V6,automatic,Gasoline,N/A,122200,Damage reported,21500
Land Rover,Range Rover Sport HST MHEV,2020,3.0,I6,8-speed auto,Hybrid,silver,37248,None reported,54500
Chevrolet,Silverado 1500 Base,1999,4.8,V8,automatic,Gasoline,white,88750,None reported,6800
Cadillac,limited_model,2008,4.4,V8,6-speed auto,Gasoline,black,64800,,24700
Ford,limited_model,2014,2.0,4Cyl,automatic,Hybrid,white,112180,None reported,12599
RAM,2500 SLT,2015,6.7,I6,6-speed auto,Diesel,white,149130,Damage reported,35000
Tesla,Model Y Long Range,2020,0.0,,automatic,,grey,88000,None reported,35500
Toyota,Highlander XLE,2018,3.5,V6,8-speed auto,Gasoline,white,74000,None reported,27950
Ford,F-150 XLT,2019,2.7,V6,10-speed auto,Gasoline,red,44460,None reported,34500
GMC,Acadia SLE-2,2015,3.6,V6,6-speed auto,Gasoline,blue,96000,None reported,17000
Porsche,Boxster Base,2005,2.7,H6,6-speed manual,Gasoline,silver,75000,,17500
Dodge,Charger R/T,2014,5.7,V8,automatic,Gasoline,black,95000,None reported,17900
Land Rover,Range Rover Sport Supercharged HSE,2016,3.0,V6,automatic,Gasoline,N/A,49799,None reported,37500
Ford,Mustang GT,2006,4.6,V8,6-speed manual,Gasoline,silver,27407,None reported,21750
Other,Romeo Giulia Ti,2020,2.0,4Cyl,8-speed auto,Gasoline,N/A,23339,,34645
